shipment_sk,shipped_date_sk,delivered_date_sk,customer_sk,channel_sk,store_sk,ship_addr_sk,status,carrier,tracking_number
376,542,544,480,1,,2572,DELIVERED,Correo Argentino,TRK-JT6GK3LV32
377,350,351,164,2,2,2,DELIVERED,PICKUP,
378,215,216,902,2,1,1,DELIVERED,PICKUP,
379,615,620,1096,1,,442,DELIVERED,Correo Argentino,TRK-B8MS9TKYJX
380,533,539,1208,1,,2804,DELIVERED,Correo Argentino,TRK-V457GNVBA4
381,165,166,538,2,2,2,DELIVERED,PICKUP,
382,505,509,695,1,,1403,DELIVERED,Correo Argentino,TRK-ZDHM025LPT
383,174,179,766,1,,1821,DELIVERED,Correo Argentino,TRK-5FX580NSNT
384,325,326,295,2,2,2,DELIVERED,PICKUP,
385,526,530,864,1,,705,SHIPPED,Correo Argentino,TRK-Q041R1JKEW
386,132,133,314,2,2,2,DELIVERED,PICKUP,
387,297,298,299,2,1,1,DELIVERED,PICKUP,
388,453,458,786,1,,1285,DELIVERED,Correo Argentino,TRK-SSMUSJ1H3E
389,156,158,356,1,,3017,DELIVERED,Correo Argentino,TRK-U8CS0KFD86
390,125,130,792,1,,2065,SHIPPED,Correo Argentino,TRK-H4EM5GOTUA
391,77,81,88,1,,1077,DELIVERED,Correo Argentino,TRK-NN5IO7R6FW
392,39,41,1426,1,,1346,DELIVERED,Correo Argentino,TRK-38DHEVPB5V
393,228,229,1,2,2,2,DELIVERED,PICKUP,
394,80,81,803,2,3,3,DELIVERED,PICKUP,
395,579,582,589,1,,2934,SHIPPED,Correo Argentino,TRK-O6RMAO5XXY
396,153,154,1238,2,3,3,DELIVERED,PICKUP,
397,228,231,293,1,,1043,DELIVERED,Correo Argentino,TRK-VHWB2ASFLX
398,553,557,882,1,,496,DELIVERED,Correo Argentino,TRK-7RJBN9QB1J
399,90,94,913,1,,3172,DELIVERED,Correo Argentino,TRK-6T7CYX97I9
400,277,278,960,2,2,2,DELIVERED,PICKUP,
401,438,439,1084,2,1,1,DELIVERED,PICKUP,
402,541,542,1411,2,2,2,DELIVERED,PICKUP,
403,355,357,889,1,,1351,DELIVERED,Correo Argentino,TRK-U9LOL3D7CI
404,350,353,814,1,,1075,DELIVERED,Correo Argentino,TRK-TC8SJKG4RE
405,438,442,293,1,,1501,DELIVERED,Correo Argentino,TRK-VOIWATX5JT
406,233,236,1121,1,,568,DELIVERED,Correo Argentino,TRK-1PHJHDDQEF
407,238,239,696,2,1,1,DELIVERED,PICKUP,
408,,,331,1,,2783,CANCELLED,Correo Argentino,
409,318,321,106,1,,1901,SHIPPED,Correo Argentino,TRK-PWVT6U7916
410,,,918,2,2,2,CANCELLED,PICKUP,
411,568,570,305,1,,2334,DELIVERED,Correo Argentino,TRK-JP95F9HPKQ
412,314,319,381,1,,3108,SHIPPED,Correo Argentino,TRK-KZVJH5OZYR
413,324,325,176,2,3,3,DELIVERED,PICKUP,
414,,,1269,2,2,2,CANCELLED,PICKUP,
415,499,504,128,1,,1304,DELIVERED,Correo Argentino,TRK-L4AO4WV7AR
416,486,487,424,2,2,2,DELIVERED,PICKUP,
417,,,7,2,4,4,CANCELLED,PICKUP,
418,90,91,105,2,3,3,DELIVERED,PICKUP,
419,180,182,1415,1,,984,DELIVERED,Correo Argentino,TRK-S1SBDXG97S
420,83,86,283,1,,941,DELIVERED,Correo Argentino,TRK-MN41R7CX7M
421,344,345,1430,2,2,2,DELIVERED,PICKUP,
422,245,250,673,1,,2831,DELIVERED,Correo Argentino,TRK-4VUVA1SI69
423,420,423,1419,1,,2928,DELIVERED,Correo Argentino,TRK-V7NAQGU5IO
424,526,527,39,2,1,1,DELIVERED,PICKUP,
425,192,197,189,1,,6,DELIVERED,Correo Argentino,TRK-KVON3UQ1IK
426,635,636,526,2,2,2,DELIVERED,PICKUP,
427,193,196,790,1,,874,SHIPPED,Correo Argentino,TRK-QS9D3R3040
428,189,194,464,1,,1238,DELIVERED,Correo Argentino,TRK-5YWNFJ9N6N
429,,,262,1,,2189,CANCELLED,Correo Argentino,
430,468,469,1051,2,1,1,DELIVERED,PICKUP,
431,395,402,582,1,,2752,DELIVERED,Correo Argentino,TRK-WXXDW2MVHP
432,616,620,3,1,,1934,DELIVERED,Correo Argentino,TRK-YU4IJ0W80F
433,21,23,678,1,,67,DELIVERED,Correo Argentino,TRK-8SMQP72T4Y
434,376,379,369,1,,1834,DELIVERED,Correo Argentino,TRK-6Q73SMQL2T
435,104,109,71,1,,1894,DELIVERED,Correo Argentino,TRK-IDR6X0ACCH
436,141,144,1251,1,,3078,DELIVERED,Correo Argentino,TRK-AA0C5HDFUB
437,230,231,143,2,4,4,DELIVERED,PICKUP,
438,307,312,126,1,,73,SHIPPED,Correo Argentino,TRK-JWY0TN1QAI
439,489,490,945,2,4,4,DELIVERED,PICKUP,
440,5,8,592,1,,3164,DELIVERED,Correo Argentino,TRK-MD4F9HG3SD
441,302,303,462,2,2,2,DELIVERED,PICKUP,
442,79,83,274,1,,627,DELIVERED,Correo Argentino,TRK-P0LK5MVLTM
443,145,146,703,2,3,3,DELIVERED,PICKUP,
444,,,723,2,1,1,CANCELLED,PICKUP,
445,383,387,310,1,,69,DELIVERED,Correo Argentino,TRK-Z0OX2G8UC7
446,205,206,410,2,2,2,DELIVERED,PICKUP,
447,227,230,495,1,,1228,DELIVERED,Correo Argentino,TRK-P6I5GSE146
448,314,317,457,1,,2613,DELIVERED,Correo Argentino,TRK-WKJQZ4AA3P
449,377,378,852,2,1,1,SHIPPED,PICKUP,
450,94,98,793,1,,2005,SHIPPED,Correo Argentino,TRK-SK9ZYEREPR
451,251,253,789,1,,1384,DELIVERED,Correo Argentino,TRK-V1L0BZIPL3
452,101,102,1075,2,4,4,DELIVERED,PICKUP,
453,426,428,814,1,,2031,DELIVERED,Correo Argentino,TRK-NC4Z99CA26
454,106,109,1270,1,,717,DELIVERED,Correo Argentino,TRK-107M4SQ86X
455,510,515,442,1,,67,DELIVERED,Correo Argentino,TRK-QLXXGV6W0D
456,,,1109,1,,1487,CANCELLED,Correo Argentino,
457,270,271,1107,2,4,4,DELIVERED,PICKUP,
458,637,641,1229,1,,23,SHIPPED,Correo Argentino,TRK-Y2B73RRFKR
459,302,309,498,1,,2170,DELIVERED,Correo Argentino,TRK-5QH1PTXGSR
460,351,355,738,1,,1364,DELIVERED,Correo Argentino,TRK-MIKWMVW9KQ
461,93,95,1412,1,,327,DELIVERED,Correo Argentino,TRK-XI7FCYQ8QD
462,85,90,1462,1,,2211,DELIVERED,Correo Argentino,TRK-CWD7X2N8LY
463,148,153,167,1,,900,SHIPPED,Correo Argentino,TRK-PLU4XODBSQ
464,608,612,1066,1,,517,DELIVERED,Correo Argentino,TRK-D2VSOEZFDJ
465,,,1075,2,1,1,CANCELLED,PICKUP,
466,,,1393,1,,2360,CANCELLED,Correo Argentino,
467,562,566,181,1,,1085,DELIVERED,Correo Argentino,TRK-26BOCEIAJX
468,368,369,746,2,2,2,DELIVERED,PICKUP,
469,304,307,1188,1,,2144,READY,Correo Argentino,TRK-ONUKKQ6AQL
470,529,534,803,1,,2869,DELIVERED,Correo Argentino,TRK-4Q40I1MCY2
471,39,40,316,2,2,2,DELIVERED,PICKUP,
472,12,13,56,2,1,1,DELIVERED,PICKUP,
473,574,578,1427,1,,1425,DELIVERED,Correo Argentino,TRK-P4FC06HGFL
474,425,428,1172,1,,27,DELIVERED,Correo Argentino,TRK-M9NRAUZ73B
475,216,217,613,2,1,1,DELIVERED,PICKUP,
476,,,941,2,2,2,CANCELLED,PICKUP,
477,454,458,748,1,,1602,DELIVERED,Correo Argentino,TRK-SKYKZ1GWJI
478,504,508,780,1,,68,DELIVERED,Correo Argentino,TRK-MOX9FXQ6S2
479,,,642,2,3,3,CANCELLED,PICKUP,
480,556,557,320,2,2,2,DELIVERED,PICKUP,
481,525,526,843,2,3,3,DELIVERED,PICKUP,
482,29,30,956,2,2,2,DELIVERED,PICKUP,
483,342,343,348,2,1,1,DELIVERED,PICKUP,
484,9,13,445,1,,612,DELIVERED,Correo Argentino,TRK-2TE8ECZG04
485,585,589,758,1,,3156,DELIVERED,Correo Argentino,TRK-L0G7TP20PV
486,180,183,481,1,,2818,DELIVERED,Correo Argentino,TRK-X4XSQ60MV6
487,206,207,1303,2,3,3,DELIVERED,PICKUP,
488,366,367,1020,2,4,4,DELIVERED,PICKUP,
489,142,144,1376,1,,1593,DELIVERED,Correo Argentino,TRK-TAIAUXY9OR
490,602,603,1083,2,1,1,DELIVERED,PICKUP,
491,274,275,760,2,1,1,SHIPPED,PICKUP,
492,321,322,1011,2,2,2,DELIVERED,PICKUP,
493,636,637,913,2,3,3,SHIPPED,PICKUP,
494,544,546,1012,1,,1953,DELIVERED,Correo Argentino,TRK-UMZT2EODA5
495,208,211,1228,1,,2718,DELIVERED,Correo Argentino,TRK-SK2MLFDTLT
496,,,1180,2,3,3,CANCELLED,PICKUP,
497,320,323,173,1,,2522,DELIVERED,Correo Argentino,TRK-ZAF7FR7M4K
498,247,248,143,2,1,1,READY,PICKUP,
499,248,251,1036,1,,318,SHIPPED,Correo Argentino,TRK-0N8O1S9KT9
500,,,829,1,,2139,CANCELLED,Correo Argentino,
501,,,214,1,,2662,CANCELLED,Correo Argentino,
502,140,141,1242,2,1,1,DELIVERED,PICKUP,
503,278,282,1379,1,,559,SHIPPED,Correo Argentino,TRK-QDM330FLOC
504,599,601,1415,1,,3062,DELIVERED,Correo Argentino,TRK-3VLY26Y7XP
505,406,410,511,1,,2531,DELIVERED,Correo Argentino,TRK-GIYRNQ1M3A
506,,,920,2,2,2,CANCELLED,PICKUP,
507,342,347,69,1,,611,DELIVERED,Correo Argentino,TRK-C51SJ92IEU
508,557,558,492,2,4,4,SHIPPED,PICKUP,
509,156,160,523,1,,1392,DELIVERED,Correo Argentino,TRK-KZ96U4OO1E
510,582,587,1382,1,,60,DELIVERED,Correo Argentino,TRK-D4DJXMVMTY
511,247,250,310,1,,2267,DELIVERED,Correo Argentino,TRK-3ED46KIHOK
512,8,15,457,1,,2650,SHIPPED,Correo Argentino,TRK-APXETGCJ7L
513,626,628,396,1,,2878,DELIVERED,Correo Argentino,TRK-NZAF9KW51D
514,348,349,538,2,3,3,DELIVERED,PICKUP,
515,287,288,6,2,1,1,SHIPPED,PICKUP,
516,2,6,733,1,,1421,DELIVERED,Correo Argentino,TRK-CXLZE639KW
517,443,444,56,2,1,1,DELIVERED,PICKUP,
518,173,178,367,1,,2620,DELIVERED,Correo Argentino,TRK-1Y2D6UNUWI
519,539,540,812,2,1,1,SHIPPED,PICKUP,
520,113,117,669,1,,1410,SHIPPED,Correo Argentino,TRK-YEJL0TI4NR
521,30,35,566,1,,2584,DELIVERED,Correo Argentino,TRK-C6CGELVD3D
522,241,247,1055,1,,2176,DELIVERED,Correo Argentino,TRK-WOQIH029NL
523,240,242,577,1,,3111,DELIVERED,Correo Argentino,TRK-83NC8MQ5S4
524,264,265,689,2,3,3,DELIVERED,PICKUP,
525,134,135,787,2,4,4,DELIVERED,PICKUP,
526,14,19,32,1,,2191,DELIVERED,Correo Argentino,TRK-WXW0SQGOVX
527,51,53,434,1,,1440,DELIVERED,Correo Argentino,TRK-C52R3AKEZ7
528,505,506,1470,2,2,2,DELIVERED,PICKUP,
529,53,54,226,2,3,3,DELIVERED,PICKUP,
530,294,297,1190,1,,3145,SHIPPED,Correo Argentino,TRK-OPBL120ETC
531,133,136,1004,1,,1335,DELIVERED,Correo Argentino,TRK-2J1WMPQ30V
532,344,345,1315,2,4,4,DELIVERED,PICKUP,
533,286,290,701,1,,66,DELIVERED,Correo Argentino,TRK-6OQNFC3Y0S
534,485,489,843,1,,1627,DELIVERED,Correo Argentino,TRK-JMHJ6C6AB5
535,419,422,1167,1,,270,DELIVERED,Correo Argentino,TRK-GRBKCY7QFU
536,466,471,681,1,,1809,DELIVERED,Correo Argentino,TRK-FQMJ22OIGK
537,427,428,513,2,4,4,DELIVERED,PICKUP,
538,243,244,970,2,1,1,DELIVERED,PICKUP,
539,352,357,383,1,,1760,SHIPPED,Correo Argentino,TRK-YG8CV71E4F
540,426,429,527,1,,705,DELIVERED,Correo Argentino,TRK-OWMWGOSNST
541,,,757,1,,159,CANCELLED,Correo Argentino,
542,366,367,12,2,3,3,DELIVERED,PICKUP,
543,124,126,1022,1,,567,DELIVERED,Correo Argentino,TRK-VS1VUCAHOG
544,210,215,619,1,,2381,DELIVERED,Correo Argentino,TRK-JDZO392PTG
545,83,84,461,2,3,3,DELIVERED,PICKUP,
546,453,454,1454,2,1,1,DELIVERED,PICKUP,
547,322,326,1199,1,,406,DELIVERED,Correo Argentino,TRK-FF4YEX324G
548,520,523,1398,1,,91,DELIVERED,Correo Argentino,TRK-9Z9CPCYWC9
549,628,632,401,1,,119,DELIVERED,Correo Argentino,TRK-MTB77MEUUY
550,440,444,1360,1,,283,DELIVERED,Correo Argentino,TRK-IQA123NCRJ
551,472,479,768,1,,1343,DELIVERED,Correo Argentino,TRK-T5Q07NJ8A2
552,639,641,295,1,,463,DELIVERED,Correo Argentino,TRK-WOO0HLLSSG
553,480,481,1270,2,2,2,DELIVERED,PICKUP,
554,176,177,999,2,3,3,DELIVERED,PICKUP,
555,512,514,264,1,,249,DELIVERED,Correo Argentino,TRK-UQOLF8MJL8
556,580,582,1372,1,,2737,DELIVERED,Correo Argentino,TRK-WKR38K2D0J
557,388,389,103,2,1,1,SHIPPED,PICKUP,
558,99,100,493,2,3,3,DELIVERED,PICKUP,
559,267,268,136,2,4,4,DELIVERED,PICKUP,
560,377,378,1399,2,1,1,SHIPPED,PICKUP,
561,495,500,1364,1,,1353,DELIVERED,Correo Argentino,TRK-LX6VYM6QGO
562,441,443,1437,1,,562,SHIPPED,Correo Argentino,TRK-A4RH7GN938
563,522,526,108,1,,2457,DELIVERED,Correo Argentino,TRK-RFQCD0Y4Q9
564,80,81,1480,2,2,2,DELIVERED,PICKUP,
565,134,135,1220,2,4,4,DELIVERED,PICKUP,
566,,,439,1,,298,CANCELLED,Correo Argentino,
567,466,470,68,1,,932,DELIVERED,Correo Argentino,TRK-6LR0LU57BQ
568,218,219,691,2,4,4,DELIVERED,PICKUP,
569,172,173,1039,2,4,4,READY,PICKUP,
570,497,498,1259,2,1,1,DELIVERED,PICKUP,
571,245,246,1373,2,1,1,DELIVERED,PICKUP,
572,112,113,274,2,3,3,DELIVERED,PICKUP,
573,245,246,1372,2,1,1,DELIVERED,PICKUP,
574,14,16,1385,1,,2096,DELIVERED,Correo Argentino,TRK-943UN69YDY
575,89,93,433,1,,2457,DELIVERED,Correo Argentino,TRK-VPASGPAGI3
576,,,531,2,1,1,CANCELLED,PICKUP,
577,153,157,1152,1,,1450,SHIPPED,Correo Argentino,TRK-57HDIJWPY5
578,381,382,1031,2,2,2,DELIVERED,PICKUP,
579,323,324,524,2,1,1,DELIVERED,PICKUP,
580,488,491,196,1,,279,DELIVERED,Correo Argentino,TRK-W7RPNKGD8A
581,,,90,1,,498,CANCELLED,Correo Argentino,
582,92,97,1426,1,,791,DELIVERED,Correo Argentino,TRK-FK4X1KJ49Y
583,282,284,844,1,,2497,DELIVERED,Correo Argentino,TRK-5V6J9RUFIV
584,341,345,1440,1,,1933,DELIVERED,Correo Argentino,TRK-1GRG946BKC
585,170,174,978,1,,1918,DELIVERED,Correo Argentino,TRK-50UMSZU9YS
586,141,142,1150,2,3,3,DELIVERED,PICKUP,
587,604,607,402,1,,808,SHIPPED,Correo Argentino,TRK-NWTV79BKE9
588,366,367,334,2,2,2,DELIVERED,PICKUP,
589,417,422,99,1,,1282,READY,Correo Argentino,TRK-1M4I299IJ2
590,579,580,1420,2,1,1,DELIVERED,PICKUP,
591,182,187,903,1,,1082,DELIVERED,Correo Argentino,TRK-MM04K3HF9P
592,300,303,258,1,,654,DELIVERED,Correo Argentino,TRK-RW7XOZG42W
593,,,223,2,2,2,CANCELLED,PICKUP,
594,218,219,376,2,3,3,DELIVERED,PICKUP,
595,438,443,919,1,,847,DELIVERED,Correo Argentino,TRK-SXP271I1DT
596,315,317,900,1,,41,DELIVERED,Correo Argentino,TRK-2URQN3BZNH
597,225,226,639,2,1,1,DELIVERED,PICKUP,
598,57,62,188,1,,1543,DELIVERED,Correo Argentino,TRK-W63QBVQCHN
599,297,298,147,2,4,4,SHIPPED,PICKUP,
600,61,66,1119,1,,529,DELIVERED,Correo Argentino,TRK-NUJE8VLWEQ
601,378,382,41,1,,728,SHIPPED,Correo Argentino,TRK-A5K8XEH8GE
602,250,255,589,1,,2594,SHIPPED,Correo Argentino,TRK-6WB4KPBUNO
603,341,346,358,1,,2069,DELIVERED,Correo Argentino,TRK-MQ8I3WEHGS
604,495,499,358,1,,1817,DELIVERED,Correo Argentino,TRK-M6TT9H9L80
605,303,305,855,1,,840,DELIVERED,Correo Argentino,TRK-6YRA65EC0T
606,165,166,142,2,2,2,DELIVERED,PICKUP,
607,50,51,79,2,3,3,DELIVERED,PICKUP,
608,155,157,338,1,,443,DELIVERED,Correo Argentino,TRK-2Y205KH040
609,321,322,1019,2,1,1,DELIVERED,PICKUP,
610,146,147,590,2,2,2,SHIPPED,PICKUP,
611,483,488,1120,1,,2137,DELIVERED,Correo Argentino,TRK-3E90EQEIHU
612,230,233,1154,1,,2238,DELIVERED,Correo Argentino,TRK-LF6HPKYHEC
613,502,505,1228,1,,911,DELIVERED,Correo Argentino,TRK-9T80SUJCKU
614,596,598,172,1,,1078,DELIVERED,Correo Argentino,TRK-PMDZCP32SP
615,398,399,593,2,3,3,DELIVERED,PICKUP,
616,31,32,681,2,2,2,DELIVERED,PICKUP,
617,480,485,840,1,,486,DELIVERED,Correo Argentino,TRK-WTTVZUXRUS
618,173,175,1145,1,,35,SHIPPED,Correo Argentino,TRK-MYWGD245M0
619,382,387,412,1,,2750,SHIPPED,Correo Argentino,TRK-WMNVQQ1JYO
620,575,578,400,1,,2865,DELIVERED,Correo Argentino,TRK-DELLTRQ36M
621,52,55,698,1,,181,DELIVERED,Correo Argentino,TRK-J3ANQ6V097
622,299,301,751,1,,2750,DELIVERED,Correo Argentino,TRK-H7JWI0SRY7
623,535,542,1495,1,,576,DELIVERED,Correo Argentino,TRK-ZRD5D7VKC5
624,293,296,1207,1,,1211,DELIVERED,Correo Argentino,TRK-956JD1BPO4
625,168,169,691,2,2,2,DELIVERED,PICKUP,
626,310,311,144,2,4,4,DELIVERED,PICKUP,
627,191,192,136,2,3,3,DELIVERED,PICKUP,
628,59,60,984,2,2,2,DELIVERED,PICKUP,
629,184,185,165,2,4,4,DELIVERED,PICKUP,
630,396,401,893,1,,2282,SHIPPED,Correo Argentino,TRK-UPFJMP9KHZ
631,473,478,1117,1,,2472,DELIVERED,Correo Argentino,TRK-T7SAYQN92T
632,255,256,992,2,3,3,DELIVERED,PICKUP,
633,288,289,1325,2,3,3,DELIVERED,PICKUP,
634,212,213,232,2,4,4,DELIVERED,PICKUP,
635,270,275,1051,1,,1385,DELIVERED,Correo Argentino,TRK-7J6OY77G62
636,421,422,809,2,1,1,DELIVERED,PICKUP,
637,,,442,1,,510,CANCELLED,Correo Argentino,
638,387,388,385,2,4,4,DELIVERED,PICKUP,
639,27,28,24,2,3,3,DELIVERED,PICKUP,
640,51,52,548,2,3,3,DELIVERED,PICKUP,
641,111,114,1429,1,,211,READY,Correo Argentino,TRK-QNC4429W1Y
642,418,419,1417,2,2,2,DELIVERED,PICKUP,
643,272,275,750,1,,2565,DELIVERED,Correo Argentino,TRK-HBTLVVBA0Y
644,288,293,1451,1,,1888,DELIVERED,Correo Argentino,TRK-EU7AXTCFSB
645,42,47,1147,1,,1154,DELIVERED,Correo Argentino,TRK-6X7YNSLQMN
646,612,617,1489,1,,2965,SHIPPED,Correo Argentino,TRK-TU3RZIDVRI
647,442,445,1216,1,,38,DELIVERED,Correo Argentino,TRK-IQ97DH4IW9
648,,,758,1,,1409,CANCELLED,Correo Argentino,
649,207,209,1297,1,,1560,DELIVERED,Correo Argentino,TRK-4JY908QDW8
650,555,558,561,1,,571,DELIVERED,Correo Argentino,TRK-6OTN4LL1WO
651,625,628,1017,1,,2952,DELIVERED,Correo Argentino,TRK-TIHM7X1HXC
652,528,532,404,1,,528,DELIVERED,Correo Argentino,TRK-SM897JHHZL
653,237,238,31,2,4,4,SHIPPED,PICKUP,
654,465,468,648,1,,2732,DELIVERED,Correo Argentino,TRK-9R84A3NDPY
655,234,238,157,1,,2384,SHIPPED,Correo Argentino,TRK-L1T4NB5GO0
656,416,417,527,2,1,1,DELIVERED,PICKUP,
657,523,528,6,1,,615,SHIPPED,Correo Argentino,TRK-6LBQMLFP36
658,162,168,108,1,,610,DELIVERED,Correo Argentino,TRK-DXI7NDCWDH
659,243,248,1469,1,,1539,DELIVERED,Correo Argentino,TRK-LVWQOLF43Y
660,,,414,2,3,3,CANCELLED,PICKUP,
661,101,105,1285,1,,1144,DELIVERED,Correo Argentino,TRK-F5HWGMI1GC
662,153,159,1394,1,,3201,DELIVERED,Correo Argentino,TRK-8DD3VIGT6D
663,318,319,473,2,2,2,DELIVERED,PICKUP,
664,,,366,2,1,1,CANCELLED,PICKUP,
665,476,478,1394,1,,404,DELIVERED,Correo Argentino,TRK-55LK9UAWWP
666,466,467,1484,2,1,1,DELIVERED,PICKUP,
667,514,518,171,1,,3129,DELIVERED,Correo Argentino,TRK-33JCN6CYO5
668,545,546,1262,2,3,3,DELIVERED,PICKUP,
669,,,1123,1,,1922,CANCELLED,Correo Argentino,
670,260,263,343,1,,2762,DELIVERED,Correo Argentino,TRK-8Y62J6GOQL
671,172,177,1433,1,,2554,SHIPPED,Correo Argentino,TRK-SGUTTFL9NE
672,125,130,1100,1,,2308,DELIVERED,Correo Argentino,TRK-AOLXQRMQ1H
673,109,113,73,1,,3083,DELIVERED,Correo Argentino,TRK-FOPDKHV4BH
674,538,539,1165,2,3,3,DELIVERED,PICKUP,
675,564,565,383,2,3,3,DELIVERED,PICKUP,
676,539,542,1313,1,,123,DELIVERED,Correo Argentino,TRK-3OKQFC6O8Y
677,301,302,997,2,2,2,DELIVERED,PICKUP,
678,352,353,3,2,1,1,DELIVERED,PICKUP,
679,144,149,323,1,,2578,DELIVERED,Correo Argentino,TRK-BZ1K0R401C
680,108,112,961,1,,123,DELIVERED,Correo Argentino,TRK-CZ8W9U1Q2T
681,341,342,1130,2,2,2,DELIVERED,PICKUP,
682,314,316,318,1,,1671,DELIVERED,Correo Argentino,TRK-1C8PO6AMAQ
683,42,43,579,2,3,3,DELIVERED,PICKUP,
684,91,96,1341,1,,109,DELIVERED,Correo Argentino,TRK-IRC2O2KP3J
685,149,152,350,1,,849,DELIVERED,Correo Argentino,TRK-SA28T4YMIC
686,299,303,810,1,,3062,DELIVERED,Correo Argentino,TRK-R99TGS7HZZ
687,242,243,1289,2,2,2,DELIVERED,PICKUP,
688,,,567,2,2,2,CANCELLED,PICKUP,
689,604,609,797,1,,2203,DELIVERED,Correo Argentino,TRK-VIK6CNF7RQ
690,174,178,1169,1,,2163,SHIPPED,Correo Argentino,TRK-SJZ1B2R27Y
691,626,630,326,1,,2244,DELIVERED,Correo Argentino,TRK-ZMMPMZ69IM
692,416,417,97,2,3,3,DELIVERED,PICKUP,
693,8,9,1158,2,2,2,DELIVERED,PICKUP,
694,45,50,293,1,,2656,DELIVERED,Correo Argentino,TRK-YRC7QGO7UK
695,536,537,788,2,2,2,DELIVERED,PICKUP,
696,251,252,881,2,1,1,DELIVERED,PICKUP,
697,486,488,1345,1,,991,DELIVERED,Correo Argentino,TRK-ILKOS2I149
698,462,463,660,2,1,1,SHIPPED,PICKUP,
699,54,56,954,1,,1713,DELIVERED,Correo Argentino,TRK-1KCP41YB60
700,290,291,889,2,4,4,DELIVERED,PICKUP,
701,474,476,396,1,,1153,DELIVERED,Correo Argentino,TRK-5PRWK2TYPN
702,69,70,1425,2,3,3,DELIVERED,PICKUP,
703,222,223,1147,2,3,3,DELIVERED,PICKUP,
704,341,342,1368,2,4,4,DELIVERED,PICKUP,
705,51,54,601,1,,1876,DELIVERED,Correo Argentino,TRK-WQD6YN5GL0
706,,,767,1,,2462,CANCELLED,Correo Argentino,
707,620,621,949,2,2,2,SHIPPED,PICKUP,
708,179,183,1242,1,,254,DELIVERED,Correo Argentino,TRK-1PR6GBF6OV
709,440,445,1110,1,,2389,DELIVERED,Correo Argentino,TRK-C0Y2YB8QVY
710,533,534,164,2,1,1,DELIVERED,PICKUP,
711,370,371,762,2,4,4,SHIPPED,PICKUP,
712,182,187,1116,1,,1843,SHIPPED,Correo Argentino,TRK-0GHRED71QX
713,47,52,937,1,,1069,DELIVERED,Correo Argentino,TRK-HYEF2L0PI8
714,289,290,1052,2,3,3,DELIVERED,PICKUP,
715,608,612,899,1,,2149,DELIVERED,Correo Argentino,TRK-HXZMFU2G65
716,5,6,1406,2,4,4,DELIVERED,PICKUP,
717,73,78,586,1,,1641,DELIVERED,Correo Argentino,TRK-A3MFK5A38E
718,49,51,1415,1,,2950,DELIVERED,Correo Argentino,TRK-4D18JQJ0AR
719,140,144,391,1,,350,SHIPPED,Correo Argentino,TRK-5V4E6F0R1W
720,235,236,1041,2,2,2,DELIVERED,PICKUP,
721,594,596,458,1,,1777,DELIVERED,Correo Argentino,TRK-C588I4RBBN
722,270,274,604,1,,2537,DELIVERED,Correo Argentino,TRK-N5D34GU5Z9
723,,,624,1,,2936,CANCELLED,Correo Argentino,
724,106,109,1028,1,,2469,DELIVERED,Correo Argentino,TRK-MM1BH3TXZ1
725,488,490,504,1,,3003,DELIVERED,Correo Argentino,TRK-R4WG7S7DXD
726,517,518,193,2,4,4,DELIVERED,PICKUP,
727,187,190,121,1,,2394,SHIPPED,Correo Argentino,TRK-XZ8LC007PU
728,536,541,1302,1,,173,DELIVERED,Correo Argentino,TRK-MEQW2N5EOY
729,301,303,1495,1,,962,DELIVERED,Correo Argentino,TRK-BQB3SG02I6
730,218,223,958,1,,2443,DELIVERED,Correo Argentino,TRK-YV2S59917V
731,604,605,1024,2,3,3,DELIVERED,PICKUP,
732,421,422,814,2,3,3,DELIVERED,PICKUP,
733,10,12,1036,1,,3033,DELIVERED,Correo Argentino,TRK-65TYAGI9UO
734,150,154,640,1,,875,DELIVERED,Correo Argentino,TRK-0DXOAHHSZS
735,44,48,915,1,,658,DELIVERED,Correo Argentino,TRK-LMJ4TP1C3H
736,520,521,544,2,1,1,DELIVERED,PICKUP,
737,585,586,483,2,3,3,DELIVERED,PICKUP,
738,430,431,878,2,2,2,DELIVERED,PICKUP,
739,351,354,820,1,,2055,DELIVERED,Correo Argentino,TRK-Z9ZW1Z9YUD
740,70,71,879,2,4,4,DELIVERED,PICKUP,
741,110,111,1468,2,2,2,DELIVERED,PICKUP,
742,,,440,1,,1333,CANCELLED,Correo Argentino,
743,193,198,1295,1,,1539,DELIVERED,Correo Argentino,TRK-G2AZ7GKXQ9
744,223,228,1123,1,,1524,DELIVERED,Correo Argentino,TRK-GB3MWAZV1H
745,203,208,1006,1,,137,DELIVERED,Correo Argentino,TRK-2I4KT4QXAR
746,383,387,217,1,,212,SHIPPED,Correo Argentino,TRK-U7DPNUCO3S
747,368,372,258,1,,942,DELIVERED,Correo Argentino,TRK-2CUP5RB9VD
748,181,182,751,2,1,1,DELIVERED,PICKUP,
749,421,422,955,2,2,2,SHIPPED,PICKUP,
750,304,308,867,1,,2179,DELIVERED,Correo Argentino,TRK-CSWSXRXLL9
751,271,274,584,1,,748,DELIVERED,Correo Argentino,TRK-G86DQ8G2K1
752,550,551,99,2,2,2,DELIVERED,PICKUP,
753,389,394,593,1,,1822,DELIVERED,Correo Argentino,TRK-9ZYGCQWHR1
754,575,577,868,1,,2970,DELIVERED,Correo Argentino,TRK-C572MPORGJ
